ANO4,TRIMESTRE,AGLOMERADO,CH04,CH06,ESTADO
2020,2,26,2,29,1
2020,2,26,2,10,3
2020,2,26,2,6,4
2020,2,26,2,5,4
2020,2,26,2,-1,4
2020,2,26,2,43,3
2020,2,26,2,16,3
2020,2,26,1,44,1
2020,2,26,2,48,3
2020,2,26,1,21,3
2020,2,26,1,17,3
2020,2,26,2,26,1
2020,2,26,2,4,4
2020,2,26,1,77,3
2020,2,26,1,22,1
2020,2,26,1,42,1
2020,2,26,2,50,3
2020,2,26,1,18,3
2020,2,26,1,9,4
2020,2,26,1,30,1
2020,2,26,2,27,3
2020,2,26,1,3,4
2020,2,26,2,59,3
2020,2,26,2,58,3
2020,2,26,2,85,3
2020,2,26,2,29,3
2020,2,26,1,41,1
2020,2,26,1,34,1
2020,2,26,2,28,3
2020,2,27,2,59,3
2020,2,27,2,23,1
2020,2,27,2,1,4
2020,2,27,1,30,1
2020,2,27,2,92,3
2020,2,27,1,47,1
2020,2,27,1,17,3
2020,2,27,1,63,1
2020,2,27,2,60,1
2020,2,27,2,29,2
2020,2,27,1,31,1
2020,2,27,1,38,1
2020,2,27,2,31,1
2020,2,27,1,8,4
2020,2,27,1,71,3
2020,2,27,2,66,3
2020,2,27,2,66,3
2020,2,27,2,29,3
2020,2,27,2,12,3
2020,2,27,2,10,3
2020,2,27,2,30,3
2020,2,27,1,12,3
2020,2,27,2,10,3
2020,2,27,2,41,3
2020,2,27,2,19,3
2020,2,27,1,15,3
2020,2,27,1,32,1
2020,2,27,2,26,1
2020,2,27,2,4,4
2020,2,27,1,3,4
2020,2,27,1,40,3
2020,2,27,2,39,3
2020,2,27,1,17,3
2020,2,27,1,8,4
2020,2,27,1,51,1
2020,2,27,2,48,1
2020,2,27,2,68,3
2020,2,27,2,35,1
2020,2,27,1,36,3
2020,2,27,1,19,3
2020,2,27,2,14,3
2020,2,27,1,56,1
2020,2,27,2,56,3
2020,2,27,1,31,2
2020,2,27,1,33,1
2020,2,27,1,38,1
2020,2,27,2,32,3
2020,2,27,1,5,4
2020,2,27,2,3,4
2020,2,27,1,80,3
2020,2,27,2,61,3
2020,2,27,2,37,1
2020,2,27,1,53,1
2020,2,27,2,31,1
2020,2,27,2,21,3
2020,2,27,2,19,3
2020,2,27,2,17,3
2020,2,27,1,16,3
2020,2,27,2,3,4
2020,2,27,2,-1,4
2020,2,27,1,46,1
2020,2,27,2,32,3
2020,2,27,2,7,4
2020,2,27,2,2,4
2020,2,27,2,59,1
2020,2,27,1,60,3
2020,2,27,1,30,1
2020,2,27,2,27,1
2020,2,27,1,33,1
2020,2,27,1,6,4
2020,2,27,2,43,1
2020,2,27,2,21,3
2020,2,27,2,26,3
2020,2,27,2,6,4
2020,2,27,2,81,3
2020,2,27,2,45,1
2020,2,27,1,39,2
2020,2,27,2,38,3
2020,2,27,1,8,4
2020,2,27,2,12,3
2020,2,27,2,10,3
2020,2,27,2,6,4
2020,2,27,2,69,3
2020,2,27,2,27,1
2020,2,27,2,7,4
2020,2,27,1,75,3
2020,2,27,2,70,3
2020,2,27,1,44,1
2020,2,27,2,43,3
2020,2,27,1,17,3
2020,2,27,1,11,3
2020,2,27,1,18,1
2020,2,27,1,52,1
2020,2,27,2,82,3
2020,2,27,2,49,3
2020,2,27,1,54,1
2020,2,27,1,22,3
2020,2,27,1,56,1
2020,2,27,1,50,3
2020,2,27,2,51,3
2020,2,27,1,19,3
2020,2,27,1,17,3
2020,2,27,1,73,3
2020,2,27,2,75,3
2020,2,27,1,69,3
2020,2,27,2,70,3
2020,2,27,2,61,3
2020,2,27,1,33,3
2020,2,27,1,43,1
2020,2,27,2,12,3
2020,2,27,1,7,4
2020,2,27,1,5,4
2020,2,27,1,35,1
2020,2,27,2,32,1
2020,2,27,1,45,1
2020,2,27,2,37,1
2020,2,27,2,54,3
2020,2,27,1,57,1
2020,2,27,1,60,3
2020,2,27,2,56,1
2020,2,27,1,29,1
2020,2,27,2,27,3
2020,2,27,1,29,1
2020,2,27,2,27,1
2020,2,27,2,7,4
2020,2,27,1,29,1
2020,2,29,1,16,3
2020,2,29,2,14,3
2020,2,29,2,11,3
2020,2,29,2,66,3
2020,2,29,1,44,2
2020,2,29,2,76,3
2020,2,29,2,40,1
2020,2,29,2,37,1
2020,2,29,2,71,3
2020,2,29,1,38,1
2020,2,29,2,40,3
2020,2,29,2,10,3
2020,2,29,1,1,4
2020,2,29,2,63,3
2020,2,29,1,35,1
2020,2,29,2,37,3
2020,2,29,1,15,3
2020,2,29,1,4,4
2020,2,29,2,44,3
2020,2,29,1,44,1
2020,2,29,2,34,1
2020,2,29,2,14,3
2020,2,29,1,81,3
2020,2,29,1,41,1
2020,2,29,2,40,1
2020,2,29,1,8,4
2020,2,29,2,11,3
2020,2,29,1,49,1
2020,2,29,1,48,1
2020,2,29,1,25,1
2020,2,29,1,63,1
2020,2,29,2,68,3
2020,2,29,1,57,1
2020,2,29,2,51,1
2020,2,29,1,10,3
2020,2,25,2,58,1
2020,2,25,2,35,1
2020,2,25,2,24,1
2020,2,25,1,54,1
2020,2,25,2,50,1
2020,2,25,1,27,3
2020,2,25,2,85,3
2020,2,25,2,97,3
2020,2,25,1,56,1
2020,2,25,2,66,1
2020,2,25,1,24,3
2020,2,25,1,21,3
2020,2,25,2,59,1
2020,2,25,2,29,1
2020,2,25,2,28,3
2020,2,25,2,8,4
2020,2,25,1,6,4
2020,2,25,2,24,1
2020,2,25,2,22,3
2020,2,25,2,19,3
2020,2,25,1,22,1
2020,2,25,1,8,4
2020,2,25,2,25,3
2020,2,25,1,27,1
2020,2,25,1,6,4
2020,2,25,2,-1,4
2020,2,25,2,56,1
2020,2,25,1,59,1
2020,2,25,1,31,1
2020,2,25,2,23,3
2020,2,25,2,26,1
2020,2,25,1,39,1
2020,2,25,1,43,1
2020,2,25,2,42,3
2020,2,25,2,1,4
2020,2,25,1,30,1
2020,2,25,2,38,1
2020,2,25,2,4,4
2020,2,25,1,1,4
2020,2,25,2,74,3
2020,2,25,2,52,1
2020,2,25,1,20,3
2020,2,25,2,41,1
2020,2,25,1,36,2
2020,2,25,1,21,3
2020,2,25,2,10,3
2020,2,25,2,49,3
2020,2,25,2,22,3
2020,2,25,1,18,3
2020,2,25,2,15,3
2020,2,25,2,12,3
2020,2,25,1,26,3
2020,2,26,1,59,1
2020,2,26,2,56,1
2020,2,26,2,27,1
2020,2,26,1,24,3
2020,2,26,2,17,3
2020,2,26,1,68,3
2020,2,26,2,60,3
2020,2,26,1,34,1
2020,2,26,1,36,2
2020,2,26,1,17,3
2020,2,26,1,13,3
2020,2,26,2,59,3
2020,2,26,1,53,1
2020,2,26,2,52,3
2020,2,26,2,26,1
2020,2,26,1,20,3
2020,2,26,2,53,3
2020,2,26,2,30,3
2020,2,26,2,26,3
2020,2,26,1,36,1
2020,2,26,2,40,3
2020,2,26,1,14,3
2020,2,26,2,12,3
2020,2,26,1,72,3
2020,2,26,2,66,3
2020,2,26,2,68,3
2020,2,26,1,71,3
2020,2,26,2,41,3
2020,2,26,1,62,3
2020,2,26,2,99,3
2020,2,26,1,72,3
2020,2,26,2,66,3
2020,2,26,1,58,1
2020,2,26,2,59,1
2020,2,26,1,27,1
2020,2,26,1,31,1
2020,2,26,2,14,3
2020,2,26,1,11,3
2020,2,26,1,59,1
2020,2,26,1,43,1
2020,2,26,2,42,3
2020,2,26,1,13,3
2020,2,26,2,42,3
2020,2,26,1,23,3
2020,2,26,1,42,1
2020,2,26,1,22,3
2020,2,26,1,16,3
2020,2,26,2,44,1
2020,2,26,2,10,3
2020,2,26,1,14,3
2020,2,26,2,40,3
2020,2,26,2,17,3
2020,2,26,1,56,1
2020,2,26,2,56,1
2020,2,26,1,3,4
2020,2,26,1,66,1
2020,2,26,2,61,1
2020,2,26,2,36,1
2020,2,26,2,63,3
2020,2,26,1,26,1
2020,2,26,2,21,3
2020,2,26,1,18,3
2020,2,26,1,54,3
2020,2,26,2,51,3
2020,2,26,2,52,1
2020,2,26,2,15,3
2020,2,26,1,32,3
2020,2,26,2,28,3
2020,2,26,1,69,3
2020,2,26,2,35,1
2020,2,26,1,8,4
2020,2,26,2,8,4
2020,2,27,2,37,1
2020,2,27,1,34,1
2020,2,27,1,10,3
2020,2,27,2,63,3
2020,2,27,2,65,1
2020,2,27,1,73,3
2020,2,27,1,72,3
2020,2,27,2,69,3
2020,2,27,2,48,3
2020,2,27,1,14,3
2020,2,27,2,66,3
2020,2,27,2,66,3
2020,2,27,1,29,2
2020,2,27,1,35,1
2020,2,27,1,79,3
2020,2,27,2,76,3
2020,2,27,1,44,1
2020,2,27,2,68,1
2020,2,27,1,17,3
2020,2,27,2,67,3
2020,2,27,1,30,1
2020,2,27,1,28,1
2020,2,27,1,26,1
2020,2,27,1,18,3
2020,2,27,1,41,3
2020,2,27,2,45,3
2020,2,27,1,57,1
2020,2,27,2,39,3
2020,2,27,1,17,3
2020,2,27,1,14,3
2020,2,27,2,65,3
2020,2,27,2,42,3
2020,2,27,1,57,1
2020,2,27,2,49,1
2020,2,27,1,55,1
2020,2,27,2,44,3
2020,2,27,1,33,3
2020,2,27,1,37,1
2020,2,27,2,38,3
2020,2,27,1,7,4
2020,2,27,2,5,4
2020,2,27,1,23,1
2020,2,27,2,21,3
2020,2,27,1,2,4
2020,2,27,2,48,1
2020,2,27,1,25,1
2020,2,27,1,53,1
2020,2,27,2,40,1
2020,2,27,1,21,2
2020,2,27,1,18,3
2020,2,27,1,16,3
2020,2,27,2,43,3
2020,2,27,2,17,3
2020,2,27,1,15,3
2020,2,27,2,18,3
2020,2,27,2,14,3
2020,2,27,1,12,3
2020,2,27,2,9,4
2020,2,27,2,3,4
2020,2,27,2,3,4
2020,2,27,1,-1,4
2020,2,27,2,26,3
2020,2,27,2,8,4
2020,2,27,2,6,4
2020,2,27,2,5,4
2020,2,27,2,3,4
2020,2,27,2,14,3
2020,2,27,1,10,3
2020,2,27,2,10,3
2020,2,27,1,10,3
2020,2,27,2,18,3
2020,2,27,2,47,1
2020,2,27,1,38,1
2020,2,27,1,13,3
2020,2,27,1,4,4
2020,2,27,2,67,3
2020,2,27,2,62,3
2020,2,27,1,53,1
2020,2,27,2,55,2
2020,2,27,1,24,2
2020,2,27,1,21,3
2020,2,27,2,63,3
2020,2,27,2,19,3
2020,2,27,1,17,3
2020,2,27,2,15,3
2020,2,27,1,64,1
2020,2,27,2,54,1
2020,2,27,2,27,1
2020,2,27,1,40,1
2020,2,27,2,38,1
2020,2,27,2,12,3
2020,2,27,2,35,3
2020,2,27,2,64,3
2020,2,27,2,40,1
2020,2,27,1,26,3
2020,2,27,2,22,3
2020,2,27,1,15,3
2020,2,27,1,54,1
2020,2,27,2,47,3
2020,2,27,2,18,3
2020,2,27,2,12,3
2020,2,27,1,31,3
2020,2,27,1,4,4
2020,2,27,2,29,1
2020,2,27,1,49,1
2020,2,27,2,44,1
2020,2,27,1,20,3
2020,2,27,2,18,3
2020,2,27,2,51,1
2020,2,27,2,30,3
2020,2,27,1,86,3
2020,2,27,2,26,1
2020,2,27,2,64,1
2020,2,27,2,34,1
2020,2,27,1,24,1
2020,2,27,2,23,3
2020,2,27,1,4,4
2020,2,27,1,27,1
2020,2,27,2,26,3
2020,2,27,1,7,4
2020,2,27,1,5,4
2020,2,27,2,45,1
2020,2,27,1,24,2
2020,2,27,2,8,4
2020,2,27,1,22,3
2020,2,27,1,22,3
2020,2,27,1,11,3
2020,2,29,1,2,4
2020,2,29,2,53,3
2020,2,29,2,43,0
2020,2,29,2,19,3
2020,2,29,2,13,3
2020,2,29,2,40,1
2020,2,29,1,37,1
2020,2,29,1,11,3
2020,2,29,2,66,3
2020,2,29,1,31,3
2020,2,29,1,38,3
2020,2,29,2,33,3
2020,2,29,1,17,3
2020,2,29,2,5,4
2020,2,29,1,8,4
2020,2,29,1,46,1
2020,2,29,2,40,3
2020,2,29,1,15,3
2020,2,29,2,12,3
2020,2,29,2,66,1
2020,2,29,1,41,1
2020,2,29,2,42,1
2020,2,29,1,14,3
2020,2,29,2,9,4
2020,2,29,2,56,1
2020,2,29,1,34,2
2020,2,29,2,33,1
2020,2,29,2,7,4
2020,2,29,1,31,1
2020,2,29,2,32,3
2020,2,29,1,11,3
2020,2,29,2,9,4
2020,2,29,1,70,3
2020,2,29,2,64,3
2020,2,29,1,59,3
2020,2,29,2,58,3
2020,2,29,1,29,3
2020,2,25,1,4,4
2020,2,25,2,34,1
2020,2,25,2,21,3
2020,2,25,2,69,3
2020,2,25,1,56,1
2020,2,25,2,55,1
2020,2,25,2,28,2
2020,2,25,1,23,3
2020,2,25,1,83,3
2020,2,25,2,83,3
2020,2,25,2,76,3
2020,2,25,2,48,3
2020,2,25,1,55,1
2020,2,25,2,52,1
2020,2,25,2,22,1
2020,2,25,2,18,3
2020,2,25,1,57,1
2020,2,25,2,55,1
2020,2,25,1,7,4
2020,2,25,1,-1,4
2020,2,25,1,55,1
2020,2,25,1,45,1
2020,2,25,1,41,1
2020,2,25,2,34,1
2020,2,25,1,9,4
2020,2,25,2,6,4
2020,2,25,1,79,3
2020,2,25,1,33,1
2020,2,25,2,28,1
2020,2,25,2,-1,4
2020,2,25,2,42,1
2020,2,25,1,16,3
2020,2,25,1,15,3
2020,2,25,2,43,3
2020,2,25,1,37,1
2020,2,25,1,17,3
2020,2,25,2,46,3
2020,2,25,1,24,3
2020,2,25,2,20,3
2020,2,25,1,17,3
2020,2,25,1,8,4
2020,2,25,2,5,4
2020,2,25,1,43,1
2020,2,25,2,42,1
2020,2,25,2,15,3
2020,2,25,1,-1,4
2020,2,25,1,40,1
2020,2,25,2,40,1
2020,2,25,2,18,3
2020,2,25,2,9,4
2020,2,25,1,19,3
2020,2,25,1,58,1
2020,2,25,2,48,1
2020,2,25,1,22,1
2020,2,26,2,23,3
2020,2,26,2,21,3
2020,2,26,1,6,4
2020,2,26,1,9,4
2020,2,26,2,5,4
2020,2,26,2,61,1
2020,2,26,2,18,3
2020,2,26,2,67,3
2020,2,26,1,75,3
2020,2,26,2,29,1
2020,2,26,1,60,1
2020,2,26,2,57,1
2020,2,26,1,74,3
2020,2,26,2,72,3
2020,2,26,2,18,3
2020,2,26,1,13,3
2020,2,26,1,63,3
2020,2,26,2,58,1
2020,2,26,2,86,3
2020,2,26,1,39,1
2020,2,26,2,40,3
2020,2,26,2,20,3
2020,2,26,1,18,3
2020,2,26,1,5,4
2020,2,26,1,42,3
2020,2,26,2,45,3
2020,2,26,2,82,3
2020,2,26,2,44,1
2020,2,26,1,18,3
2020,2,26,2,81,3
2020,2,26,1,28,1
2020,2,26,2,24,3
2020,2,26,2,4,4
2020,2,26,2,1,4
2020,2,26,1,41,1
2020,2,26,2,39,3
2020,2,26,1,14,3
2020,2,26,2,32,3
2020,2,26,1,7,4
2020,2,26,2,5,4
2020,2,26,1,62,3
2020,2,26,2,53,3
2020,2,26,1,22,2
2020,2,26,2,20,3
2020,2,26,2,13,3
2020,2,26,2,13,3
2020,2,26,1,29,2
2020,2,26,2,27,1
2020,2,26,1,3,4
2020,2,26,1,61,1
2020,2,26,2,82,3
2020,2,26,2,33,1
2020,2,26,1,15,3
2020,2,26,1,13,3
2020,2,26,1,9,4
2020,2,26,2,1,4
2020,2,26,1,56,1
2020,2,26,2,48,1
2020,2,26,2,25,2
2020,2,26,1,13,3
2020,2,26,1,13,3
2020,2,26,2,66,3
2020,2,26,1,34,1
2020,2,26,2,31,1
2020,2,26,2,4,4
2020,2,26,2,70,3
2020,2,26,1,71,3
2020,2,26,1,47,1
2020,2,26,1,18,3
2020,2,26,2,41,2
2020,2,26,2,13,3
2020,2,26,1,8,4
2020,2,26,1,5,4
2020,2,26,2,90,3
2020,2,27,1,73,3
2020,2,27,1,43,1
2020,2,27,1,36,1
2020,2,27,2,33,3
2020,2,27,2,11,3
2020,2,27,2,8,4
2020,2,27,1,6,4
2020,2,27,1,63,3
2020,2,27,1,42,3
2020,2,27,2,61,3
2020,2,27,1,42,1
2020,2,27,1,41,3
2020,2,27,2,38,3
2020,2,27,2,18,3
2020,2,27,1,11,3
2020,2,27,2,40,3
2020,2,27,2,7,4
2020,2,27,1,1,4
2020,2,27,1,26,3
2020,2,27,1,18,3
2020,2,27,1,12,3
2020,2,27,2,15,3
2020,2,27,1,19,3
2020,2,27,1,15,3
2020,2,27,1,59,1
2020,2,27,2,52,1
2020,2,27,1,23,1
2020,2,27,1,1,4
2020,2,27,2,30,3
2020,2,27,2,1,4
2020,2,27,1,30,1
2020,2,27,2,24,1
2020,2,27,1,2,4
2020,2,27,2,1,4
2020,2,27,2,33,1
2020,2,27,2,12,3
2020,2,27,1,25,1
2020,2,27,1,12,3
2020,2,27,1,12,3
2020,2,27,1,56,1
2020,2,27,2,50,3
2020,2,27,2,22,3
2020,2,27,2,83,3
2020,2,27,2,61,3
2020,2,27,1,42,1
2020,2,27,2,34,3
2020,2,27,2,17,3
2020,2,27,1,3,4
2020,2,27,1,26,1
2020,2,27,2,27,1
2020,2,27,1,80,3
2020,2,27,2,76,3
2020,2,27,2,52,1
2020,2,27,2,34,1
2020,2,27,2,-1,4
2020,2,27,2,37,3
2020,2,27,2,17,3
2020,2,27,2,13,3
2020,2,27,1,9,4
2020,2,27,2,1,4
2020,2,27,1,54,3
2020,2,27,2,54,3
2020,2,27,2,20,3
2020,2,27,2,36,1
2020,2,27,1,44,3
2020,2,27,2,44,1
2020,2,27,2,18,3
2020,2,27,1,49,1
2020,2,27,2,47,1
2020,2,27,2,25,3
2020,2,27,2,25,3
2020,2,27,2,21,3
2020,2,27,1,19,3
2020,2,27,2,47,3
2020,2,27,1,74,1
2020,2,27,2,30,1
2020,2,27,1,11,3
2020,2,27,1,11,3
2020,2,27,1,7,4
2020,2,27,2,67,3
2020,2,27,2,3,4
2020,2,27,1,47,1
2020,2,27,1,10,3
2020,2,27,2,37,1
2020,2,27,2,13,3
2020,2,27,1,8,4
2020,2,27,2,70,3
2020,2,27,2,41,1
2020,2,27,2,82,3
2020,2,27,2,16,3
2020,2,27,1,49,1
2020,2,27,2,46,1
2020,2,27,1,16,3
2020,2,27,2,13,3
2020,2,27,2,34,3
2020,2,27,2,16,3
2020,2,27,1,15,3
2020,2,27,1,13,3
2020,2,27,1,11,3
2020,2,27,1,38,1
2020,2,27,2,39,3
2020,2,27,1,12,3
2020,2,27,2,11,3
2020,2,27,1,8,4
2020,2,27,1,7,4
2020,2,27,2,6,4
2020,2,27,2,5,4
2020,2,27,2,56,1
2020,2,27,2,42,1
2020,2,27,1,80,3
2020,2,27,1,35,3
2020,2,27,2,59,3
2020,2,27,1,59,3
2020,2,27,2,34,1
2020,2,27,1,27,1
2020,2,27,1,73,3
2020,2,27,1,32,1
2020,2,27,2,18,3
2020,2,27,2,52,1
2020,2,27,1,18,1
2020,2,27,1,14,3
2020,2,27,2,43,1
2020,2,27,2,46,1
2020,2,27,2,12,3
2020,2,27,2,10,3
2020,2,27,2,81,3
2020,2,27,1,62,1
2020,2,27,2,59,1
2020,2,29,2,71,3
2020,2,29,2,69,3
2020,2,29,1,78,3
2020,2,29,2,38,1
2020,2,29,2,20,3
2020,2,29,2,2,4
2020,2,29,1,27,1
2020,2,29,1,39,1
2020,2,29,1,38,1
2020,2,29,2,38,3
2020,2,29,1,4,4
2020,2,29,2,92,3
2020,2,29,2,57,1
2020,2,29,2,32,3
2020,2,29,2,51,2
2020,2,29,2,11,3
2020,2,29,1,29,1
2020,2,29,2,62,1
2020,2,29,2,19,3
2020,2,29,1,38,1
2020,2,29,2,40,1
2020,2,29,2,15,3
2020,2,29,1,43,1
2020,2,29,2,20,3
2020,2,29,1,24,1
2020,2,29,2,39,1
2020,2,29,1,38,1
2020,2,29,1,10,3
2020,2,29,1,4,4
2020,2,29,1,25,1
2020,2,29,2,32,1
2020,2,29,1,51,1
2020,2,29,2,38,3
2020,2,29,1,41,1
2020,2,29,1,21,1
2020,2,25,2,25,3
2020,2,25,2,35,1
2020,2,25,1,8,4
2020,2,25,2,10,3
2020,2,25,1,56,1
2020,2,25,2,55,3
2020,2,25,1,18,2
2020,2,25,2,28,1
2020,2,25,1,68,3
2020,2,25,2,65,3
2020,2,25,1,25,3
2020,2,25,1,55,1
2020,2,25,2,57,3
2020,2,25,1,28,3
2020,2,25,1,4,4
2020,2,25,2,60,3
2020,2,25,1,71,3
2020,2,25,2,24,3
2020,2,25,2,14,3
2020,2,25,1,12,3
2020,2,25,1,6,4
2020,2,25,1,42,1
2020,2,25,2,60,1
2020,2,25,2,17,3
2020,2,25,1,22,1
2020,2,25,2,39,1
2020,2,25,1,40,1
2020,2,25,1,10,3
2020,2,25,2,8,4
2020,2,25,1,24,3
2020,2,25,2,17,3
2020,2,25,1,67,3
2020,2,25,2,48,1
2020,2,25,1,36,1
2020,2,25,1,62,3
2020,2,25,2,60,3
2020,2,25,2,20,1
2020,2,25,1,11,3
2020,2,25,2,42,1
2020,2,25,1,60,3
2020,2,25,1,38,1
2020,2,25,2,31,3
2020,2,25,2,-1,4
2020,2,25,2,44,1
2020,2,25,1,16,3
2020,2,25,1,23,1
2020,2,25,2,37,1
2020,2,25,1,3,4
2020,2,25,1,40,1
2020,2,25,1,64,3
2020,2,25,2,86,3
2020,2,25,2,59,3
2020,2,25,2,42,2
2020,2,25,1,21,3
2020,2,26,2,35,3
2020,2,26,1,23,3
2020,2,26,2,14,3
2020,2,26,2,9,4
2020,2,26,2,65,1
2020,2,26,2,65,1
2020,2,26,1,71,3
2020,2,26,2,68,3
2020,2,26,2,28,1
2020,2,26,1,35,1
2020,2,26,2,87,3
2020,2,26,1,65,1
2020,2,26,1,47,1
2020,2,26,2,45,1
2020,2,26,2,14,3
2020,2,26,2,19,3
2020,2,26,2,75,3
2020,2,26,1,91,3
2020,2,26,1,12,3
2020,2,26,1,29,1
2020,2,26,1,5,4
2020,2,26,2,27,1
2020,2,26,2,63,1
2020,2,26,1,30,3
2020,2,26,1,34,1
2020,2,26,2,28,3
2020,2,26,1,5,4
2020,2,26,1,3,4
2020,2,26,1,55,1
2020,2,26,1,29,1
2020,2,26,2,30,3
2020,2,26,2,6,4
2020,2,26,2,1,4
2020,2,26,2,77,3
2020,2,26,1,40,1
2020,2,26,2,37,1
2020,2,26,1,7,4
2020,2,26,2,23,3
2020,2,26,2,44,1
2020,2,26,1,10,3
2020,2,26,1,45,1
2020,2,26,2,42,1
2020,2,26,1,20,3
2020,2,26,1,14,3
2020,2,26,1,39,1
2020,2,26,2,41,1
2020,2,26,2,20,3
2020,2,26,1,18,3
2020,2,26,2,12,3
2020,2,26,1,2,4
2020,2,26,1,72,3
2020,2,26,2,72,3
2020,2,26,2,82,3
2020,2,26,1,67,3
2020,2,26,1,38,1
2020,2,26,2,35,1
2020,2,26,1,10,3
2020,2,26,1,8,4
2020,2,26,2,4,4
2020,2,26,2,29,1
2020,2,26,1,27,1
2020,2,26,1,5,4
2020,2,26,2,50,1
2020,2,26,1,56,1
2020,2,26,2,25,1
2020,2,26,1,17,3
2020,2,26,2,61,1
2020,2,26,1,44,1
2020,2,26,2,45,1
2020,2,26,1,16,3
2020,2,26,1,13,3
2020,2,27,1,7,4
2020,2,27,2,2,4
2020,2,27,2,45,1
2020,2,27,1,43,1
2020,2,27,1,68,3
2020,2,27,2,54,1
2020,2,27,1,16,3
2020,2,27,2,21,3
2020,2,27,1,58,1
2020,2,27,2,52,1
2020,2,27,2,57,3
2020,2,27,1,52,1
2020,2,27,2,50,3
2020,2,27,1,15,3
2020,2,27,2,12,3
2020,2,27,1,53,3
2020,2,27,2,50,3
2020,2,27,1,16,3
2020,2,27,2,24,2
2020,2,27,1,4,4
2020,2,27,2,47,1
2020,2,27,2,23,3
2020,2,27,2,27,3
2020,2,27,1,38,1
2020,2,27,2,33,1
2020,2,27,2,11,3
2020,2,27,2,9,4
2020,2,27,2,86,3
2020,2,27,1,60,1
2020,2,27,2,82,3
2020,2,27,1,48,1
2020,2,27,2,48,2
2020,2,27,1,4,4
2020,2,27,2,64,3
2020,2,27,1,54,1
2020,2,27,2,51,1
2020,2,27,2,38,1
2020,2,27,2,9,4
2020,2,27,2,71,3
2020,2,27,2,83,3
2020,2,27,1,44,1
2020,2,27,2,44,1
2020,2,27,1,18,3
2020,2,27,2,67,1
2020,2,27,1,29,1
2020,2,27,2,70,3
2020,2,27,1,46,1
2020,2,27,2,43,1
2020,2,27,2,15,3
2020,2,27,2,38,1
2020,2,27,2,14,3
2020,2,27,1,10,3
2020,2,27,1,7,4
2020,2,27,1,45,1
2020,2,27,1,56,1
2020,2,27,2,19,3
2020,2,27,1,24,1
2020,2,27,1,46,1
2020,2,27,2,47,1
2020,2,27,2,9,4
2020,2,27,1,50,1
2020,2,27,2,45,1
2020,2,27,1,21,3
2020,2,27,2,15,3
2020,2,27,1,13,3
2020,2,27,2,55,1
2020,2,27,2,19,3
2020,2,27,2,18,3
2020,2,27,1,15,3
2020,2,27,2,13,3
2020,2,27,1,40,1
2020,2,27,2,27,1
2020,2,27,1,17,3
2020,2,27,2,20,3
2020,2,27,1,66,3
2020,2,27,2,61,3
2020,2,27,1,32,3
2020,2,27,2,31,2
2020,2,27,1,3,4
2020,2,27,1,40,1
2020,2,27,2,37,1
2020,2,27,2,15,3
2020,2,27,2,14,3
2020,2,27,1,12,3
2020,2,27,1,11,3
2020,2,27,1,71,3
2020,2,27,2,33,1
2020,2,27,1,29,1
2020,2,27,1,12,3
2020,2,27,1,26,3
2020,2,27,2,20,3
2020,2,27,2,3,4
2020,2,27,1,63,3
2020,2,27,2,62,3
2020,2,27,1,41,1
2020,2,27,2,37,3
2020,2,27,1,19,1
2020,2,27,1,15,3
2020,2,27,2,14,3
2020,2,27,2,76,3
2020,2,27,2,43,1
2020,2,27,2,18,3
2020,2,27,1,44,3
2020,2,27,1,24,1
2020,2,27,2,22,3
2020,2,27,2,21,1
2020,2,27,2,5,4
2020,2,27,1,55,1
2020,2,27,2,52,1
2020,2,27,2,24,1
2020,2,27,1,22,3
2020,2,27,2,9,4
2020,2,27,1,37,1
2020,2,27,2,35,1
2020,2,27,2,4,4
2020,2,27,2,69,3
2020,2,27,1,23,1
2020,2,27,2,83,3
2020,2,27,1,45,3
2020,2,27,1,70,3
2020,2,27,2,68,3
2020,2,27,1,61,1
2020,2,27,1,57,1
2020,2,27,2,40,3
2020,2,29,2,23,2
2020,2,29,1,24,3
2020,2,29,2,1,4
2020,2,29,1,30,1
2020,2,29,2,38,3
2020,2,29,1,2,4
2020,2,29,2,9,4
2020,2,29,2,59,1
2020,2,29,2,28,1
2020,2,29,2,6,4
2020,2,29,1,3,4
2020,2,29,2,40,3
2020,2,29,1,45,3
2020,2,29,2,65,3
2020,2,29,2,27,1
2020,2,29,1,26,3
2020,2,29,2,31,3
2020,2,29,1,63,1
2020,2,29,2,18,1
2020,2,29,1,15,3
2020,2,29,2,10,3
2020,2,29,2,6,4
2020,2,29,2,16,3
2020,2,29,1,58,2
2020,2,29,2,49,3
2020,2,29,1,20,1
2020,2,29,1,18,1
2020,2,29,1,32,1
2020,2,29,1,11,3
2020,2,29,1,22,1
2020,2,29,1,21,1
2020,2,29,2,26,3
2020,2,29,2,6,4
2020,2,29,1,1,4
2020,2,29,2,19,3
2020,2,29,2,21,3
2020,2,25,1,11,3
2020,2,25,2,28,1
2020,2,25,1,58,1
2020,2,25,2,54,1
2020,2,25,2,25,1
2020,2,25,1,21,3
2020,2,25,1,22,3
2020,2,25,1,20,3
2020,2,25,1,27,3
2020,2,25,1,38,1
2020,2,25,2,34,1
2020,2,25,2,16,3
2020,2,25,1,24,1
2020,2,25,2,30,3
2020,2,25,1,11,3
2020,2,25,1,10,3
2020,2,25,1,4,4
2020,2,25,1,39,1
2020,2,25,2,25,1
